"rank","film","country_of_origin","weekend_gross","distributor","percent_change_on_last_week","weeks_on_release","number_of_cinemas","site_average","total_gross_to_date","weekend_sunday","year","week","year_week"
64,"Love Sarah","UK/Ger","1034","Parkland Entertainment",0.47714286,15,4,259,54623,"2020-10-18",2020,42,"2020-42"
66,"Bugsy Malone (Re: 2006)","UK","1000","Park Circus",NA,724,1,1000,36452,"2020-10-18",2020,42,"2020-42"
67,"The Gentlemen","UK/USA","1000","Entertainment",NA,42,2,500,12271297,"2020-10-18",2020,42,"2020-42"
68,"Body Of Water","UK","934","Verve",NA,1,3,311,934,"2020-10-18",2020,42,"2020-42"
71,"David Attenborough: A Life On Our Planet","UK","887","Altitude",-0.3964344,4,5,177,444435,"2020-10-18",2020,42,"2020-42"
74,"Timmy's Cinema Adventure","UK","767","Vue Entertainment",-0.32748789,9,42,18,55405,"2020-10-18",2020,42,"2020-42"
75,"The Roads Not Taken","UK","659","Universal",3.57635126,6,9,73,77587,"2020-10-18",2020,42,"2020-42"
76,"Misbehaviour","UK","656","Disney",NA,32,1,656,451376,"2020-10-18",2020,42,"2020-42"
77,"Stealing Chaplin","Can/USA","654","Dystopian Films",NA,1,8,82,654,"2020-10-18",2020,42,"2020-42"
80,"Monsoon","UK","627","Peccadillo",-0.72049246,4,3,209,21033,"2020-10-18",2020,42,"2020-42"
82,"Time","USA","612","Republic/Amazon Studios",NA,1,1,612,612,"2020-10-18",2020,42,"2020-42"
89,"The Other Lamb","Ire/Bel/USA","484","MUBI",NA,1,1,484,484,"2020-10-18",2020,42,"2020-42"
90,"Notting Hill (Re: 2020)","UK/USA","482","Universal",NA,16,1,482,17592,"2020-10-18",2020,42,"2020-42"
93,"Hansard - NT Live 2019 (Theatre)","UK","295","National Theatre",-0.64880952,51,1,295,968181,"2020-10-18",2020,42,"2020-42"
95,"The Man In The Hat","UK","238","Kaleidoscope",-0.38530928,5,3,80,13689,"2020-10-18",2020,42,"2020-42"
97,"Billy Elliot The Musical Live 2014 (Theatre)","UK","218","Universal",NA,317,1,218,2177449,"2020-10-18",2020,42,"2020-42"
98,"Present Laughter - NT Live 2019 (Theatre)","UK","179","National Theatre",-0.58850575,48,1,179,1372150,"2020-10-18",2020,42,"2020-42"
101,"A Midsummer Night's Dream - NT Live 2019 (Theatre)","UK","115","National Theatre",NA,54,1,115,626200,"2020-10-18",2020,42,"2020-42"
102,"Real","UK","108","Verve",1.11764706,6,1,108,2759,"2020-10-18",2020,42,"2020-42"
107,"White Riot","UK","59","Modern Films",-0.59589041,5,1,59,38740,"2020-10-18",2020,42,"2020-42"
112,"Rialto","UK/Ire","20","Break Out Pictures",-0.96996997,3,1,20,15809,"2020-10-18",2020,42,"2020-42"
113,"Hitsville: The Making Of Motown","UK/USA","11","Altitude",-0.93820225,55,2,6,281819,"2020-10-18",2020,42,"2020-42"
1,"Two By Two: Overboard!","Ire/Ger/Lux","329265","eOne Films",NA,1,339,971,329265,"2020-10-25",2020,43,"2020-43"
2,"Honest Thief","USA","254267","Signature Entertainment",NA,1,302,842,254267,"2020-10-25",2020,43,"2020-43"
3,"The Secret Garden","UK/Fra","154087","Sky Cinema",NA,1,196,786,154087,"2020-10-25",2020,43,"2020-43"
4,"Tenet","UK/USA","134968","Warner Bros",-0.29050843,9,276,489,17122299,"2020-10-25",2020,43,"2020-43"
5,"Pixie","UK","116517","Paramount",NA,1,326,357,116517,"2020-10-25",2020,43,"2020-43"
6,"Cats & Dogs: Paws Unite!","USA","91328","Warner Bros",-0.15433929,4,323,283,1012837,"2020-10-25",2020,43,"2020-43"
7,"Saint Maud","UK","74677","StudioCanal",-0.44274638,3,283,264,681509,"2020-10-25",2020,43,"2020-43"
8,"Hocus Pocus (Re: 2020)","USA","53547","Park Circus",0.2566245,3,108,496,155642,"2020-10-25",2020,43,"2020-43"
9,"All My Life","USA","50489","Universal",NA,1,224,225,50489,"2020-10-25",2020,43,"2020-43"
10,"Max Winslow And The House Of Secrets","USA","44685","Munro Film",NA,1,155,288,44685,"2020-10-25",2020,43,"2020-43"
11,"After We Collided","USA","41502","Shear Entertainment",-0.61878955,8,199,209,3871673,"2020-10-25",2020,43,"2020-43"
12,"On The Rocks","USA","31894","A24/Trafalgar",-0.31509482,4,71,449,399089,"2020-10-25",2020,43,"2020-43"
13,"Stevie Nicks 24 Karat Gold The Concert (Concert)","USA","31161","Trafalgar",NA,2,101,309,83770,"2020-10-25",2020,43,"2020-43"
14,"Cinema Paradiso (30th Anniversary 4K Restoration)","Ita/Fra","28320","Arrow Films",NA,1,63,450,28320,"2020-10-25",2020,43,"2020-43"
15,"Summer Of 85","Fra/Bel","21439","StudioCanal",NA,1,30,715,21439,"2020-10-25",2020,43,"2020-43"
17,"Michael Ball & Alfie Boe - Back Together (Concert)","UK","18014","CinemaLive",-0.90527054,2,29,621,235559,"2020-10-25",2020,43,"2020-43"
19,"Dennis And Gnasher On The Big Screen","UK","17058","Generation Media",NA,1,88,194,17058,"2020-10-25",2020,43,"2020-43"
20,"The Climb","USA/Fra","14902","Sony Pictures",NA,1,185,81,14902,"2020-10-25",2020,43,"2020-43"
22,"The Shining (Re: 2019)","UK/USA","13187","Warner Bros",0.97009581,54,90,147,198940,"2020-10-25",2020,43,"2020-43"
25,"Alien (40th Anniversary)","UK/USA","11022","Park Circus",NA,87,80,138,315879,"2020-10-25",2020,43,"2020-43"
32,"Giselle - ROH, London 2020 (Ballet)","UK","7183","Royal Opera House",NA,2,60,120,17173,"2020-10-25",2020,43,"2020-43"
36,"Exhibition On Screen: Frida Kahlo 2020 (Exhibition)","UK","5360","Seventh Art Production",NA,2,13,412,21959,"2020-10-25",2020,43,"2020-43"
40,"Harry Potter and the Philosopher's Stone","UK/USA","4827","Warner Bros",3.99689441,989,38,127,65748967,"2020-10-25",2020,43,"2020-43"
42,"A Call To Spy","USA","4452","Signature Entertainment",NA,1,31,144,4452,"2020-10-25",2020,43,"2020-43"
49,"Hey Duggee At The Movies","UK","3655","Vue Entertainment",-0.18085545,3,71,51,23117,"2020-10-25",2020,43,"2020-43"
50,"Harry Potter & The Chamber Of Secrets","UK/USA","3599","Warner Bros",1.92126623,937,34,106,54956385,"2020-10-25",2020,43,"2020-43"
51,"The Rocky Horror Picture Show (Re: 2011)","UK/USA","3583","20th Century Fox",NA,470,63,57,484820,"2020-10-25",2020,43,"2020-43"
52,"David Attenborough: A Life On Our Planet","UK","3560","Altitude",3.01335964,5,6,593,449015,"2020-10-25",2020,43,"2020-43"
53,"One Man And His Shoes","UK","3543","Dartmouth Films",NA,1,9,394,3543,"2020-10-25",2020,43,"2020-43"
58,"Harry Potter & The Deathly Hallows: Part 2","UK/USA","2881","Warner Bros",18.98765261,485,12,240,73067984,"2020-10-25",2020,43,"2020-43"
64,"Thomas & Friends: Sodor's Legend of the Lost Treasure","UK","2467","National Amusements UK",0.86893939,276,18,137,592328,"2020-10-25",2020,43,"2020-43"
65,"Dog Soldiers (4K Restoration)","UK/Lux/USA","2438","Vertigo",NA,1,68,36,2438,"2020-10-25",2020,43,"2020-43"
66,"23 Walks","UK","2434","Parkland Entertainment",-0.4577857,5,15,162,143164,"2020-10-25",2020,43,"2020-43"
67,"Pinocchio","UK/Ita/Fra","2341","Vertigo",-0.63284191,11,68,34,852909,"2020-10-25",2020,43,"2020-43"
69,"Rocks","UK","1938","Altitude",-0.37281553,6,6,323,278617,"2020-10-25",2020,43,"2020-43"
72,"Schemers","UK","1824","Munro Film",-0.28217237,5,8,228,99897,"2020-10-25",2020,43,"2020-43"
74,"The Ladykillers (65th Anniversary 4K Restoration)","UK","1783","StudioCanal",NA,1,4,446,1783,"2020-10-25",2020,43,"2020-43"
78,"America Goodbye","USA","1459","Magnetes",NA,1,21,69,1459,"2020-10-25",2020,43,"2020-43"
79,"Cordelia","UK","1441","Miracle/Studio-Pow",NA,1,1,1441,1441,"2020-10-25",2020,43,"2020-43"
83,"Totally Under Control","USA","1123","Altitude",NA,1,9,125,1123,"2020-10-25",2020,43,"2020-43"
84,"Military Wives","UK","1040","Lionsgate",NA,34,4,260,2511319,"2020-10-25",2020,43,"2020-43"
85,"Harry Potter & The Prisoner Of Azkaban","UK/USA","1021","Warner Bros",0.65746753,856,4,255,46203757,"2020-10-25",2020,43,"2020-43"
88,"Harry Potter & The Half Blood Prince","UK/USA","972","Warner Bros",-0.47909968,589,4,243,50860936,"2020-10-25",2020,43,"2020-43"
91,"Huracan","USA","828","Studio Soho Distribution",NA,1,17,49,828,"2020-10-25",2020,43,"2020-43"
94,"Harry Potter & The Deathly Hallows: Part 1","UK/USA","757","Warner Bros",-0.8457888,519,4,189,52570080,"2020-10-25",2020,43,"2020-43"
95,"Raise Hell: The Life And Times Of Molly Ivins","USA","703","Modern Films",NA,1,3,234,703,"2020-10-25",2020,43,"2020-43"
96,"Rocketman","UK/USA","690","Paramount",NA,75,2,345,23486585,"2020-10-25",2020,43,"2020-43"
105,"Summerland","UK","525","Lionsgate",-0.72919191,13,5,105,156899,"2020-10-25",2020,43,"2020-43"
106,"Frankenstein - NT Live 2011 (Miller as Victor Frankenstein) (Theatre)","UK","519","National Theatre/ Picture House Entertainment",NA,503,1,519,2446152,"2020-10-25",2020,43,"2020-43"
108,"Harry Potter & The Goblet Of Fire","UK/USA","509","Warner Bros",0.88927618,780,3,170,49190699,"2020-10-25",2020,43,"2020-43"
109,"Kinky Boots - The Musical (Theatre)","UK","502","More2Screen",-0.52822201,39,2,251,1441462,"2020-10-25",2020,43,"2020-43"
110,"Present Laughter - NT Live 2019 (Theatre)","UK","470","National Theatre",1.62569832,49,1,470,1373768,"2020-10-25",2020,43,"2020-43"
111,"Fleabag - NT Live 2019 (Theatre)","UK","445","National Theatre",NA,60,1,445,4418850,"2020-10-25",2020,43,"2020-43"
112,"A View From the Bridge - NT Live 2015 (Theatre)","UK","426","National Theatre/ Picture House Entertainment",NA,293,1,426,1409345,"2020-10-25",2020,43,"2020-43"
113,"Hope Gap","UK","425","Curzon",-0.84346225,9,2,213,191134,"2020-10-25",2020,43,"2020-43"
115,"Notting Hill (Re: 2020)","UK/USA","376","Universal",-0.21991701,17,1,376,17968,"2020-10-25",2020,43,"2020-43"
116,"White Riot","UK","366","Modern Films",5.20338983,6,1,366,40315,"2020-10-25",2020,43,"2020-43"
117,"Timmy's Cinema Adventure","UK","356","Vue Entertainment",-0.54863882,10,20,18,56277,"2020-10-25",2020,43,"2020-43"
119,"Carmilla","UK","294","Jade/Republic",-0.91371779,2,5,59,6584,"2020-10-25",2020,43,"2020-43"
120,"Eternal Beauty","UK","287","Bulldog Film Distribution",-0.87289637,4,2,144,49742,"2020-10-25",2020,43,"2020-43"
121,"All My Sons - NT Live 2019 (Theatre)","UK","263","National Theatre",NA,77,1,263,1060858,"2020-10-25",2020,43,"2020-43"
122,"Body Of Water","UK","253","Verve",-0.72931607,2,2,126,2129,"2020-10-25",2020,43,"2020-43"
125,"Love Sarah","UK/Ger","198","Parkland Entertainment",-0.80851064,16,1,198,57969,"2020-10-25",2020,43,"2020-43"
127,"Superpower Dogs (IMAX Exclusive)","USA","172","IMAX",NA,1,7,25,172,"2020-10-25",2020,43,"2020-43"
128,"Being A Human Person","UK/Swe","152","Curzon",-0.89940437,2,1,152,2748,"2020-10-25",2020,43,"2020-43"
130,"Rialto","UK/Ire","124","Break Out Pictures",5.2,4,1,124,15990,"2020-10-25",2020,43,"2020-43"
134,"The Crucible - The Old Vic 2014 (Theatre)","UK","66","CinemaLive",NA,309,1,66,479092,"2020-10-25",2020,43,"2020-43"
137,"The Roads Not Taken","UK","29","Universal",-0.9565521,7,3,10,78143,"2020-10-25",2020,43,"2020-43"
138,"Antrum","Can","20","Munro Film",NA,1,1,20,20,"2020-10-25",2020,43,"2020-43"
1,"Two By Two: Overboard!","Ire/Ger/Lux","190761","eOne Films",-0.42156476,2,332,575,955370,"2020-11-01",2020,44,"2020-44"
2,"Hocus Pocus (Re: 2020)","USA","186063","Park Circus",2.47475712,4,288,646,446287,"2020-11-01",2020,44,"2020-44"
3,"Honest Thief","USA","152555","Signature Entertainment",-0.40002045,2,296,515,573598,"2020-11-01",2020,44,"2020-44"
4,"The Secret Garden","UK/Fra","142101","Sky Cinema",-0.08807371,2,180,789,615981,"2020-11-01",2020,44,"2020-44"
5,"Blumhouse’s The Craft: Legacy","USA","119680","Sony Pictures",NA,1,295,406,119680,"2020-11-01",2020,44,"2020-44"
6,"Tenet","UK/USA","98794","Warner Bros",-0.26801909,10,242,408,17361041,"2020-11-01",2020,44,"2020-44"
7,"Cats & Dogs: Paws Unite!","USA","86600","Warner Bros",-0.0570743,5,288,301,1360312,"2020-11-01",2020,44,"2020-44"
8,"Halloween (Re: 2020)","USA","71264","Spotlight Entertainment/Cinelife",NA,1,283,252,71264,"2020-11-01",2020,44,"2020-44"
9,"Saint Maud","UK","61408","StudioCanal",-0.17886179,4,265,232,806822,"2020-11-01",2020,44,"2020-44"
10,"Pixie","UK","60049","Paramount",-0.48432777,2,305,197,286912,"2020-11-01",2020,44,"2020-44"
11,"Shirley","USA","48770","Curzon",NA,1,50,975,48770,"2020-11-01",2020,44,"2020-44"
12,"Uncle Vanya (Theatre)","UK","45826","More2Screen",NA,2,187,245,128114,"2020-11-01",2020,44,"2020-44"
13,"The Nightmare Before Christmas (Re: 2016)","USA","43172","Park Circus",NA,205,124,348,294022,"2020-11-01",2020,44,"2020-44"
14,"The Rocky Horror Picture Show (Re: 2011)","UK/USA","39979","20th Century Fox",10.15937854,471,122,328,529244,"2020-11-01",2020,44,"2020-44"
15,"After We Collided","USA","36727","Shear Entertainment",-0.1150547,9,170,216,3967629,"2020-11-01",2020,44,"2020-44"
16,"Mogul Mowgli","UK","32590","BFI",NA,1,79,413,32590,"2020-11-01",2020,44,"2020-44"
17,"Wolfwalkers","Ire/USA/Lux/Fra","31507","Wildcard",NA,1,70,450,31507,"2020-11-01",2020,44,"2020-44"
26,"Alien (40th Anniversary)","UK/USA","15928","Park Circus",0.44508376,88,99,161,341095,"2020-11-01",2020,44,"2020-44"
29,"Burnt Orange Heresy","UK/USA/Ita","14546","Sony Pictures",NA,1,142,102,14546,"2020-11-01",2020,44,"2020-44"
30,"The Shining (Re: 2019)","UK/USA","14460","Warner Bros",0.09648562,55,32,452,223248,"2020-11-01",2020,44,"2020-44"
32,"Ronnie's","UK","12352","Bird Box Distribution",NA,1,14,882,12352,"2020-11-01",2020,44,"2020-44"
35,"Train To Busan Presents: Peninsula","Kor","10479","StudioCanal",NA,1,41,256,10479,"2020-11-01",2020,44,"2020-44"
39,"The Lady Of The Camellias - Bolshoi Ballet 2020 (Ballet)","Rus","9461","Trafalgar",NA,1,78,121,9461,"2020-11-01",2020,44,"2020-44"
40,"Phil Lynott: Songs For While I’m Away","UK/Ire","9426","Music Screen",NA,1,9,1047,9426,"2020-11-01",2020,44,"2020-44"
45,"Philophobia","UK","6861","Fablemaze",NA,1,39,176,6861,"2020-11-01",2020,44,"2020-44"
48,"Follow Me","USA","5626","Shear Entertainment/The Movie Partnership",NA,1,18,313,5626,"2020-11-01",2020,44,"2020-44"
50,"V For Vendetta (Re: 2020)","UK/USA/Ger","5346","Warner Bros",NA,1,126,42,5346,"2020-11-01",2020,44,"2020-44"
53,"Harry Potter & The Deathly Hallows: Part 2","UK/USA","4875","Warner Bros",0.69180126,486,34,143,73076773,"2020-11-01",2020,44,"2020-44"
55,"Frankenstein - NT Live 2011 (Miller as Victor Frankenstein) (Theatre)","UK","4158","National Theatre/ Picture House Entertainment",7.01156069,504,15,277,2453361,"2020-11-01",2020,44,"2020-44"
57,"Dennis And Gnasher On The Big Screen","UK","3899","Generation Media",-0.7714269,2,63,62,36939,"2020-11-01",2020,44,"2020-44"
58,"Hey Duggee At The Movies","UK","3888","Vue Entertainment",0.0637516,4,66,59,35967,"2020-11-01",2020,44,"2020-44"
62,"The Little Vampire (20th Anniversary)","UK/Ger/Nld/USA","3554","Kaleidoscope",NA,1,31,115,3554,"2020-11-01",2020,44,"2020-44"
65,"An American Werewolf In London (Re: 2009)","UK","3377","Universal",18.13036827,575,9,375,80375,"2020-11-01",2020,44,"2020-44"
66,"Hope Gap","UK","3132","Curzon",6.36941176,10,4,783,194674,"2020-11-01",2020,44,"2020-44"
67,"The Painter And The Thief","Nor","3107","Dogwoof",NA,1,8,388,3107,"2020-11-01",2020,44,"2020-44"
69,"Relic","Aus/USA","2941","Signature Entertainment",NA,1,10,294,2941,"2020-11-01",2020,44,"2020-44"
71,"Harry Potter & The Deathly Hallows: Part 1","UK/USA","2770","Warner Bros",2.66104428,520,33,84,52573608,"2020-11-01",2020,44,"2020-44"
79,"Frankenweenie","UK/USA","2145","Disney",NA,420,19,113,2461059,"2020-11-01",2020,44,"2020-44"
82,"Michael Ball & Alfie Boe - Back Together (Concert)","UK","1889","CinemaLive",-0.91325902,3,6,315,242680,"2020-11-01",2020,44,"2020-44"
85,"Dog Soldiers (4K Restoration)","UK/Lux/USA","1671","Vertigo",-0.32288213,2,58,29,5145,"2020-11-01",2020,44,"2020-44"
88,"Harry Potter and the Philosopher's Stone","UK/USA","1545","Warner Bros",-0.67992542,990,9,172,65751892,"2020-11-01",2020,44,"2020-44"
89,"Labyrinth (Re: 2013)","UK/USA","1503","Park Circus",NA,392,13,116,217669,"2020-11-01",2020,44,"2020-44"
94,"Exhibition On Screen: Frida Kahlo 2020 (Exhibition)","UK","1135","Seventh Art Production",-0.7881892,3,4,284,24144,"2020-11-01",2020,44,"2020-44"
97,"Misbehaviour","UK","1012","Disney",NA,34,3,337,455088,"2020-11-01",2020,44,"2020-44"
99,"Shaun Of The Dead","UK","996","United International Pictures",12.27933333,865,6,166,6748874,"2020-11-01",2020,44,"2020-44"
100,"Harry Potter & The Half Blood Prince","UK/USA","976","Warner Bros",-0.03557312,590,16,61,50865703,"2020-11-01",2020,44,"2020-44"
104,"Monster Family","UK/Ger","836","Sky Cinema",NA,140,3,279,361436,"2020-11-01",2020,44,"2020-44"
106,"Present Laughter - NT Live 2019 (Theatre)","UK","792","National Theatre",0.68617021,50,1,793,1376053,"2020-11-01",2020,44,"2020-44"
107,"Summerland","UK","787","Lionsgate",-0.23125183,14,5,157,160637,"2020-11-01",2020,44,"2020-44"
109,"Dracula - Northern Ballet 2019 (Ballet)","UK","765","CinemaLive",NA,54,3,255,160163,"2020-11-01",2020,44,"2020-44"
110,"Harry Potter & The Order Of The Phoenix","UK/USA","744","Warner Bros",3.48192771,695,7,106,50016695,"2020-11-01",2020,44,"2020-44"
111,"Military Wives","UK","728","Lionsgate",-0.3,35,3,243,2513787,"2020-11-01",2020,44,"2020-44"
112,"Song Without A Name","Per/Spa/Chl/USA","714","Sovereign Film Distribution",NA,1,2,357,714,"2020-11-01",2020,44,"2020-44"
114,"Timmy's Cinema Adventure","UK","642","Vue Entertainment",0.80305922,11,23,28,57656,"2020-11-01",2020,44,"2020-44"
115,"Thomas & Friends: Sodor's Legend of the Lost Treasure","UK","640","National Amusements UK",-0.7405756,277,14,46,597367,"2020-11-01",2020,44,"2020-44"
117,"Candyman (1993)","UK/USA","597","Carlton Film Distribution",NA,1442,1,597,1803720,"2020-11-01",2020,44,"2020-44"
119,"One Man And His Shoes","UK","572","Dartmouth Films",-0.8385549,2,4,143,5450,"2020-11-01",2020,44,"2020-44"
121,"The Ladykillers (65th Anniversary 4K Restoration)","UK","560","StudioCanal",-0.68608042,2,4,140,2890,"2020-11-01",2020,44,"2020-44"
124,"Eternal Beauty","UK","521","Bulldog Film Distribution",0.81533101,5,2,261,50651,"2020-11-01",2020,44,"2020-44"
128,"Giselle - ROH, London 2020 (Ballet)","UK","484","Royal Opera House",-0.93677707,3,2,242,24157,"2020-11-01",2020,44,"2020-44"
131,"Harry Potter & The Goblet Of Fire","UK/USA","455","Warner Bros",-0.10696762,781,2,228,49195879,"2020-11-01",2020,44,"2020-44"
133,"23 Walks","UK","444","Parkland Entertainment",-0.82837263,6,5,89,148175,"2020-11-01",2020,44,"2020-44"
135,"Love Sarah","UK","356","Parkland Entertainment",0.7979798,17,2,178,58795,"2020-11-01",2020,44,"2020-44"
135,"Rocks","UK","356","Altitude",-0.81630547,7,2,178,281588,"2020-11-01",2020,44,"2020-44"
139,"Carmilla","UK","259","Jade/Republic",-0.11994563,3,4,65,7207,"2020-11-01",2020,44,"2020-44"
140,"Cyrano De Bergerac - NT Live 2020 (Theatre)","UK","225","National Theatre",NA,38,1,225,899505,"2020-11-01",2020,44,"2020-44"
142,"Schemers","UK","182","Munro Film",-0.9002193,6,2,91,101015,"2020-11-01",2020,44,"2020-44"
148,"Monsoon","UK","49","Peccadillo",NA,6,1,49,22970,"2020-11-01",2020,44,"2020-44"
149,"Michael Jordan: To The Max (IMAX Exclusive)","USA","42","IMAX",NA,1,2,21,42,"2020-11-01",2020,44,"2020-44"
1,"The Three Kings","UK","3521","National Amusements UK",NA,1,2,1761,3521,"2020-11-08",2020,45,"2020-45"
2,"Honest Thief","USA","2922","Signature Entertainment",-0.98084763,3,12,244,651408,"2020-11-08",2020,45,"2020-45"
3,"Two By Two: Overboard!","Ire/Ger/Lux","2374","eOne Films",-0.98759348,3,12,198,986977,"2020-11-08",2020,45,"2020-45"
4,"The Secret Garden","UK/Fra","1709","Sky Cinema",-0.9881512,3,9,190,664015,"2020-11-08",2020,45,"2020-45"
5,"Words On Bathroom Walls","USA","1709","Sony Pictures",NA,1,8,214,1709,"2020-11-08",2020,45,"2020-45"
6,"Dirty Dancing (30th Anniversary)","USA","984","Lionsgate",1.82614943,196,1,984,484618,"2020-11-08",2020,45,"2020-45"
7,"Wolfwalkers","Ire/USA/Lux/Fra","882","Wildcard",-0.97243147,2,4,221,35039,"2020-11-08",2020,45,"2020-45"
8,"Cats & Dogs: Paws Unite!","USA","836","Warner Bros",-0.99041284,6,9,93,1375548,"2020-11-08",2020,45,"2020-45"
9,"A Christmas Gift From Bob","UK","758","Lionsgate",NA,1,5,152,758,"2020-11-08",2020,45,"2020-45"
10,"Harry Potter and the Philosopher's Stone","UK/USA","696","Warner Bros",-0.60183066,991,2,348,65753635,"2020-11-08",2020,45,"2020-45"
11,"Pixie","UK","552","Paramount",-0.99078126,3,7,79,330163,"2020-11-08",2020,45,"2020-45"
12,"The Lost Boys (Re: 2020)","USA","547","Warner Bros",-0.95265797,39,2,273,125806,"2020-11-08",2020,45,"2020-45"
13,"The Elfkins","Ger","541","Signature Entertainment",-0.94632479,6,2,271,333444,"2020-11-08",2020,45,"2020-45"
14,"Star Wars: Episode V - Empire Strikes Back (Re: 1997)","USA","531","20th Century Fox",-0.34190142,1231,1,531,7677912,"2020-11-08",2020,45,"2020-45"
15,"Blumhouse’s The Craft: Legacy","USA","453","Sony Pictures",-0.99621718,2,9,50,149586,"2020-11-08",2020,45,"2020-45"
18,"Tenet","UK/USA","425","Warner Bros",-0.99570264,11,2,213,17414252,"2020-11-08",2020,45,"2020-45"
20,"Harry Potter & The Order Of The Phoenix","UK/USA","396","Warner Bros",-0.46774194,696,1,396,50017239,"2020-11-08",2020,45,"2020-45"
22,"About Endlessness","Swe/Nor/Fra/Ger","361","Curzon",NA,1,1,361,361,"2020-11-08",2020,45,"2020-45"
23,"Uncle Vanya (Theatre)","UK","352","More2Screen",-0.99246325,3,2,176,139900,"2020-11-08",2020,45,"2020-45"
25,"V For Vendetta (Re: 2020)","UK/USA/Ger","343","Warner Bros",-0.9357484,2,3,115,15864,"2020-11-08",2020,45,"2020-45"
